98	Wojciechowskiego	53.456251498616496	14.5193935185671
99	Wszystkich Świętych	53.45110977377615	14.52894754707815
100	Wyszyńskiego	53.422996962039775	14.559107981622224
101	Zajezdnia Golęcin	53.459780911485495	14.59274020045995
102	Zajezdnia Pogodno	53.45589215295618	14.506153464317316
103	Zapadła	53.411151847126	14.542194977402701
104	Łękno	53.4463999356201	14.521680325269699
105	Światowida	53.4673210416734	14.597726762294801
106	Świętego Józefa	53.4073873528323	14.535947442054749
107	Żołnierska	53.446981007838204	14.49144154787065
