12	4	8	26	5	81.47416965615032	1574.2472819216187	791.0	650.9	
3	34	19	21	70	87.21840195769919	1626.9531585220525	839.0	697.4	
11	22	0	12	32	84.13918928341921	1702.4294776119405	804.0	655.7	
1	13	26	80	59	89.95494709428694	1568.660225846926	797.0	665.3	
12	12	35	72	96	89.16373679414049	1571.7997572815525	824.0	688.1	
0	21	33	16	1	79.43461644125111	1738.5174969623308	823.0	672.4	
13	18	25	55	8	85.00764089602998	1348.9001245330019	803.0	692.9	
15	20	23	39	98	92.75005539008825	1550.2615846338538	833.0	702.6	
2	37	22	99	33	82.82552146956104	1575.6625167336008	747.0	626.5	
12	5	2	63	103	82.08820451683106	1564.2397390272865	843.0	699.3	
