11	33	16	103	48	90.51878188000681	1581.1179921773132	767.0	643.6	
6	17	4	4	12	82.13965761063811	1440.0258983890976	807.0	681.9	
0	30	34	52	14	83.86803721363042	1604.8629584352084	818.0	683.3	
2	40	8	23	124	90.65624860993307	1695.168726355611	793.0	654.3	
17	27	24	19	9	84.07666883963506	1547.956801909306	838.0	702.6	
0	12	27	57	89	94.75655692658980	1603.5068711656422	815.0	678.0	
2	22	8	9	44	87.36100864174186	1558.5769414575866	837.0	701.9	
12	30	67	3	10	84.81267062314548	1654.0647420147397	814.0	673.2	
8	30	17	11	68	79.23295424008117	1557.1120879120854	819.0	686.4	
16	25	9	85	32	92.28552831273903	1816.906038647344	828.0	673.6	
