9908.970546931607	10324.214765564691
9952.561278805324	10266.980827034395
9906.057048940715	10294.775813534126
9972.228297633681	10183.740109709202
9963.347170920499	10281.256556126242
9904.121574447228	10303.303650907783
10006.888812269375	10257.931859216285
9959.176388622476	10203.04459722036
9906.83343611225	10293.126706776162
9890.018438925083	10225.290626466693
9960.411720145219	10320.177027754742
9882.182823172914	10190.628757199149
9981.739935966067	10280.598616515332
9904.160119666201	10222.36172393643
9909.439930531871	10203.30459733447
9874.30267930474	10347.606552074642
9988.9991103387	10223.568754338872
9894.825779476276	10353.915469067486
9911.985825977987	10327.151020089163
9973.019155258216	10305.997553369283
9978.514838826919	10217.044179293613
9996.278119740373	10233.465435653825
9926.920852598347	10252.794726620792
9909.215371754965	10321.32993445778
9992.482395875399	10252.605605232182
9918.507262679077	10269.675624545049
9913.23054042741	10311.80087207153
9973.616876051372	10228.397172628396
9955.758852491206	10253.851632378319
9954.488724842298	10349.290796699117
9996.224435767532	10299.26921824138
9965.623907407278	10271.315751721437
9994.109054732808	10300.41941466796
9903.170322538586	10273.837017455842
9935.801451453657	10285.734328379087
9996.345552684586	10315.17719815425
9960.21343899984	10247.54827165078
9914.303662026337	10272.593891798966
9936.532960865516	10367.634517753424
9972.569140503118	10225.90222691108
9937.354473308193	10273.207996728504
9909.510455470801	10265.13938176553
9876.106868952584	10309.75448147509
10069.933758118246	10232.885568706048
9922.328206187414	10304.355387692172
9893.220920366828	10290.834363817788
9920.621471920515	10242.683484945615
9981.410534323117	10259.302548071026
9953.608112099972	10271.566024806625
9944.270139581053	10266.262308285071
9978.328347310528	10232.21167930589
9860.896946884472	10333.201545096976
9986.871498120507	10266.782635477735
9978.639598992275	10233.08309831819
9889.85345563754	10304.942549297226
9963.862755694632	10326.348145417047
10029.690415180183	10274.0562514244
9931.18427213495	10267.75490556581
9931.94436307652	10217.415725024543
9951.440774419478	10322.953439541383
9881.087824240007	10310.061858085148
10000.76737245552	10297.66456958267
9965.05346295834	10346.585332858594
9911.775032984018	10322.030594098253
9989.728093078314	10278.517516029919
9956.796226570947	10229.258135633703
9910.320940889827	10278.250026302165
9937.360308513435	10223.507849936026
9982.372811006753	10271.047016939387
9907.749450372703	10278.581828922475
9997.964027400718	10352.376942194896
9968.5306240847	10328.331080357855
9898.832516976268	10258.427877919863
10019.587266445904	10175.515226239828
9918.593939469509	10274.791431931284
9996.32710742954	10222.219350922991
